Date,Time,Open,High,Low,Close,Volume
20070218,00:00:00,668.32,668.64,667.32,667.84,1
20070219,00:00:00,667.91,673.10,666.72,670.64,22
20070220,00:00:00,670.91,671.78,655.15,659.28,26
20070221,00:00:00,659.27,682.25,656.20,677.56,27
20070222,00:00:00,677.71,680.83,674.21,674.57,27
20070223,00:00:00,674.94,688.21,671.91,681.92,22
20070225,00:00:00,681.75,683.13,680.72,682.67,1
20070226,00:00:00,682.97,687.73,681.49,686.03,26
20070227,00:00:00,685.99,688.47,658.58,664.68,28
20070228,00:00:00,664.85,677.32,660.81,673.38,28
20070301,00:00:00,673.45,677.36,660.79,661.55,29
20070302,00:00:00,657.25,663.86,639.78,641.90,23
20070304,00:00:00,641.98,644.53,641.31,642.53,1
20070305,00:00:00,642.41,644.62,631.85,632.23,26
20070306,00:00:00,632.28,647.65,631.85,646.99,29
20070307,00:00:00,646.90,651.53,641.75,647.20,28
20070308,00:00:00,647.37,655.76,646.67,651.60,27
20070309,00:00:00,651.49,657.90,646.98,648.92,22
20070311,00:00:00,648.74,650.28,647.80,649.09,1
20070312,00:00:00,648.66,653.60,644.85,648.49,25
20070313,00:00:00,648.69,651.89,641.27,642.72,27
20070314,00:00:00,642.48,645.77,635.85,643.95,26
20070315,00:00:00,644.06,650.07,642.51,647.88,27
20070316,00:00:00,648.35,655.57,644.51,652.40,22
20070318,00:00:00,651.82,654.90,650.74,653.76,1
20070319,00:00:00,653.47,655.98,651.19,654.35,25
20070320,00:00:00,653.97,660.82,651.66,657.96,27
20070321,00:00:00,658.14,664.76,655.56,663.13,25
20070322,00:00:00,663.03,666.55,661.07,662.72,26
20070323,00:00:00,662.78,664.50,654.20,656.37,21
20070325,00:00:00,656.38,657.83,655.70,657.52,1
20070326,00:00:00,657.89,664.89,657.38,663.40,6
20070327,00:00:00,663.40,668.75,656.44,664.30,7
20070328,00:00:00,665.77,669.20,662.61,665.15,6
20070329,00:00:00,665.30,666.10,654.47,661.13,6
20070330,00:00:00,660.90,667.55,659.87,663.31,5
20070401,00:00:00,662.86,665.06,662.83,664.94,1
20070402,00:00:00,665.50,665.95,655.93,663.13,6
20070403,00:00:00,663.10,667.57,661.20,663.15,6
20070404,00:00:00,663.45,675.27,662.79,673.60,6
20070405,00:00:00,673.62,675.60,670.95,674.22,5
20070406,00:00:00,674.21,674.32,672.37,673.57,2
20070408,00:00:00,673.50,673.67,671.48,672.39,1
20070409,00:00:00,672.21,677.25,669.21,672.09,6
20070410,00:00:00,671.79,681.47,670.40,677.15,6
20070411,00:00:00,677.10,680.64,673.45,677.24,6
20070412,00:00:00,677.25,679.60,670.67,676.50,6
20070413,00:00:00,676.87,685.44,675.65,684.65,6
20070415,00:00:00,684.91,685.03,684.75,684.94,1
20070416,00:00:00,685.11,690.95,682.93,690.20,6
20070417,00:00:00,690.22,690.57,685.25,687.00,6
20070418,00:00:00,687.05,690.62,684.92,689.47,6
20070419,00:00:00,689.35,691.50,678.25,683.86,6
20070420,00:00:00,683.67,693.67,682.65,691.50,5
20070422,00:00:00,691.16,691.52,690.98,691.47,1
20070423,00:00:00,692.45,693.14,686.19,689.54,6
20070424,00:00:00,689.46,691.46,680.84,683.57,6
20070425,00:00:00,683.34,686.51,681.33,684.52,6
20070426,00:00:00,684.29,686.47,670.93,674.35,6
20070427,00:00:00,674.29,681.63,670.38,680.97,6
20070429,00:00:00,680.53,681.44,679.65,679.80,1
20070430,00:00:00,679.85,680.72,675.56,678.56,5
20070501,00:00:00,678.17,678.80,670.97,673.84,6
20070502,00:00:00,673.87,674.72,667.01,672.44,6
20070503,00:00:00,672.12,682.25,671.75,681.63,5
20070504,00:00:00,681.73,690.22,679.42,688.05,5
20070506,00:00:00,687.79,688.62,687.49,687.61,1
20070507,00:00:00,687.60,690.52,686.31,687.84,5
20070508,00:00:00,687.54,688.47,681.60,685.18,6
20070509,00:00:00,685.21,686.30,675.59,680.50,6
20070510,00:00:00,680.46,680.51,664.01,664.15,6
20070511,00:00:00,664.55,672.20,664.01,670.62,6
20070513,00:00:00,670.03,671.86,670.00,671.39,1
20070514,00:00:00,671.53,674.61,665.91,668.81,6
20070515,00:00:00,668.85,673.23,664.20,671.71,6
20070516,00:00:00,671.67,672.91,659.23,661.72,6
20070517,00:00:00,661.92,664.20,653.53,657.41,6
20070518,00:00:00,657.17,662.62,655.39,661.22,5
20070520,00:00:00,661.02,661.82,660.82,661.55,1
20070521,00:00:00,661.26,663.30,656.49,662.66,5
20070522,00:00:00,662.72,665.12,657.35,657.76,6
20070523,00:00:00,658.71,664.71,656.50,661.67,6
20070524,00:00:00,662.27,662.57,651.02,653.78,6
20070525,00:00:00,654.00,656.73,652.65,655.66,5
20070527,00:00:00,655.27,655.63,654.82,655.37,1
20070528,00:00:00,654.99,656.30,654.26,655.11,4
20070529,00:00:00,655.07,661.75,653.87,656.38,6
20070530,00:00:00,656.89,658.47,651.20,654.41,6
20070531,00:00:00,654.41,661.60,654.00,660.04,6
20070601,00:00:00,660.27,671.67,660.10,670.79,5
20070603,00:00:00,670.44,670.71,670.25,670.55,1
20070604,00:00:00,670.12,673.60,667.90,670.78,5
20070605,00:00:00,671.05,673.20,668.25,670.60,5
20070606,00:00:00,670.52,671.75,664.25,669.36,6
20070607,00:00:00,669.70,672.80,657.07,659.00,6
20070608,00:00:00,658.57,661.30,643.60,648.29,5
20070610,00:00:00,647.59,647.68,647.44,647.54,1
20070611,00:00:00,649.25,654.59,649.10,652.91,5
20070612,00:00:00,652.87,654.51,645.12,647.02,6
20070613,00:00:00,647.30,652.50,642.62,650.74,6
20070614,00:00:00,651.05,654.22,645.30,652.38,6
20070615,00:00:00,652.64,655.57,649.12,654.46,5
20070617,00:00:00,654.72,656.59,654.69,655.80,1
20070618,00:00:00,655.97,658.96,654.16,656.38,5
20070619,00:00:00,656.72,661.92,652.95,660.29,5
20070620,00:00:00,660.47,661.34,651.95,654.17,5
20070621,00:00:00,654.02,656.52,647.07,651.09,6
20070622,00:00:00,651.14,656.30,650.03,653.82,5
20070624,00:00:00,653.85,654.04,651.90,652.10,1
20070625,00:00:00,651.97,654.00,648.35,650.99,5
20070626,00:00:00,651.00,651.65,638.45,641.69,6
20070627,00:00:00,641.72,644.70,639.12,642.81,6
20070628,00:00:00,642.76,649.72,642.25,648.24,6
20070629,00:00:00,648.05,652.40,645.72,649.16,5
20070701,00:00:00,648.67,650.75,648.57,650.13,1
20070702,00:00:00,650.14,658.37,648.08,655.69,5
20070703,00:00:00,656.25,657.92,651.35,653.40,5
20070704,00:00:00,653.39,654.75,652.55,653.74,5
20070705,00:00:00,653.74,656.50,645.60,648.88,5
20070706,00:00:00,649.05,655.83,644.52,655.47,5
20070708,00:00:00,655.46,656.32,654.61,654.68,1
20070709,00:00:00,654.80,662.37,652.87,659.62,5
20070710,00:00:00,659.65,664.75,658.10,663.19,6
20070711,00:00:00,663.10,665.78,659.00,661.00,5
20070712,00:00:00,661.10,669.20,660.32,666.14,6
20070713,00:00:00,666.05,668.46,663.00,666.22,5
20070715,00:00:00,666.64,667.12,666.07,666.72,1
20070716,00:00:00,666.64,668.42,663.13,665.11,5
20070717,00:00:00,665.30,667.07,661.92,664.47,6
20070718,00:00:00,664.37,674.20,664.32,672.89,6
20070719,00:00:00,672.95,677.57,670.60,676.27,6
20070720,00:00:00,676.45,686.15,674.72,682.93,5
20070722,00:00:00,683.05,684.34,682.16,682.42,1
20070723,00:00:00,682.57,684.56,679.80,681.73,5
20070724,00:00:00,681.65,686.97,680.22,680.82,6
20070725,00:00:00,680.97,681.75,670.00,675.25,6
20070726,00:00:00,675.40,676.65,659.54,662.22,6
20070727,00:00:00,662.67,666.95,656.37,660.55,6
20070729,00:00:00,660.72,661.75,659.86,660.64,1
20070730,00:00:00,660.89,665.50,659.48,664.98,6
20070731,00:00:00,665.04,668.64,662.71,663.44,6
20070801,00:00:00,663.44,667.35,658.35,664.89,6
20070802,00:00:00,665.15,666.92,662.12,665.13,6
20070803,00:00:00,664.85,675.20,664.30,673.27,5
20070805,00:00:00,672.65,674.97,672.38,672.63,1
20070806,00:00:00,672.31,674.59,668.53,671.29,6
20070807,00:00:00,671.30,672.37,665.55,671.14,6
20070808,00:00:00,671.14,676.60,668.95,673.05,6
20070809,00:00:00,673.05,674.27,659.88,661.45,6
20070810,00:00:00,661.47,676.15,657.65,672.40,6
20070812,00:00:00,672.17,672.37,670.30,670.40,1
20070813,00:00:00,670.27,671.85,667.87,668.66,6
20070814,00:00:00,668.67,670.97,665.27,669.50,6
20070815,00:00:00,669.42,670.71,661.45,667.47,6
20070816,00:00:00,667.60,667.72,641.72,648.57,6
20070817,00:00:00,648.65,662.65,645.50,657.20,6
20070819,00:00:00,657.17,657.45,653.57,653.70,1
20070820,00:00:00,653.79,660.02,653.05,656.86,6
20070821,00:00:00,656.79,659.46,654.29,656.99,6
20070822,00:00:00,657.33,661.37,654.03,660.07,6
20070823,00:00:00,660.23,664.58,657.87,659.34,6
20070824,00:00:00,659.22,668.56,656.87,667.60,6
20070826,00:00:00,667.65,668.30,666.87,667.06,1
20070827,00:00:00,667.18,668.22,665.12,665.76,5
20070828,00:00:00,665.78,667.82,661.35,662.00,6
20070829,00:00:00,662.12,668.34,661.01,666.25,6
20070830,00:00:00,666.05,667.42,663.21,665.39,6
20070831,00:00:00,665.20,674.51,664.23,672.76,6
20070902,00:00:00,672.35,672.93,672.17,672.25,1
20070903,00:00:00,672.15,673.41,670.58,671.58,5
20070904,00:00:00,671.55,682.91,671.03,680.76,6
20070905,00:00:00,680.65,682.70,677.80,681.35,6
20070906,00:00:00,681.59,697.42,680.61,694.04,6
20070907,00:00:00,694.33,706.70,691.51,700.37,6
20070909,00:00:00,700.25,701.01,699.00,700.33,1
20070910,00:00:00,700.30,706.45,698.72,702.95,6
20070911,00:00:00,702.64,713.50,701.82,710.46,6
20070912,00:00:00,710.36,713.80,705.29,711.01,6
20070913,00:00:00,711.03,712.05,702.98,706.03,6
20070914,00:00:00,706.04,716.86,703.39,707.11,6
20070916,00:00:00,706.45,708.01,705.86,708.01,1
20070917,00:00:00,708.19,719.54,707.62,715.26,6
20070918,00:00:00,715.39,726.79,711.86,723.39,7
20070919,00:00:00,723.30,725.44,719.82,721.48,6
20070920,00:00:00,721.53,738.21,721.08,733.58,7
20070921,00:00:00,733.57,739.04,726.47,730.85,6
20070923,00:00:00,730.55,730.70,730.50,730.62,1
20070924,00:00:00,730.72,735.91,726.48,730.35,6
20070925,00:00:00,730.04,733.44,721.99,731.45,6
20070926,00:00:00,730.86,736.29,725.92,727.24,6
20070927,00:00:00,727.69,735.46,726.68,733.37,6
20070928,00:00:00,734.26,745.32,733.83,743.00,6
20070930,00:00:00,744.25,744.46,742.40,743.04,1
20071001,00:00:00,743.07,747.38,740.38,746.83,6
20071002,00:00:00,746.55,746.74,724.04,732.50,7
20071003,00:00:00,732.50,735.85,725.52,727.75,7
20071004,00:00:00,727.55,738.45,720.32,735.50,7
20071005,00:00:00,735.45,743.97,726.76,742.05,6
20071007,00:00:00,742.07,742.26,740.35,741.12,1
20071008,00:00:00,741.43,742.06,730.97,731.51,6
20071009,00:00:00,731.93,740.13,726.49,737.41,7
20071010,00:00:00,737.40,745.53,736.99,740.95,6
20071011,00:00:00,741.11,753.48,740.79,748.49,7
20071012,00:00:00,748.47,751.81,744.61,749.45,6
20071014,00:00:00,748.85,749.33,747.23,748.02,1
20071015,00:00:00,747.83,759.91,747.76,757.91,6
20071016,00:00:00,757.93,766.48,753.62,760.72,7
20071017,00:00:00,761.16,764.65,751.57,755.67,7
20071018,00:00:00,755.85,771.05,755.55,769.29,7
20071019,00:00:00,769.29,769.98,757.76,764.55,6
20071021,00:00:00,764.55,768.05,764.44,767.35,1
20071022,00:00:00,767.50,767.73,745.00,753.22,6
20071023,00:00:00,753.26,760.56,753.02,758.11,7
20071024,00:00:00,758.26,764.09,753.70,762.64,7
20071025,00:00:00,762.52,769.51,761.34,769.50,7
20071026,00:00:00,769.38,785.44,769.16,784.56,6
20071028,00:00:00,784.85,789.64,783.87,788.98,1
20071029,00:00:00,789.13,794.28,784.95,790.47,7
20071030,00:00:00,790.67,790.67,777.50,777.57,7
20071031,00:00:00,777.45,798.39,776.47,797.27,7
20071101,00:00:00,797.60,798.89,783.72,790.14,7
20071102,00:00:00,789.88,807.64,787.82,806.38,6
20071104,00:00:00,806.85,807.75,804.90,804.90,1
20071105,00:00:00,803.92,810.95,800.47,806.82,7
20071106,00:00:00,806.73,824.79,805.78,824.07,7
20071107,00:00:00,824.16,845.33,822.12,824.69,7
20071108,00:00:00,825.36,845.19,823.37,834.97,7
20071109,00:00:00,834.95,838.52,826.98,831.34,7
20071111,00:00:00,831.25,831.59,827.03,828.52,1
20071112,00:00:00,828.55,830.68,790.03,790.63,7
20071113,00:00:00,790.66,808.59,790.15,802.11,7
20071114,00:00:00,802.12,815.49,800.44,811.91,7
20071115,00:00:00,811.74,817.79,782.46,785.52,7
20071116,00:00:00,785.57,797.11,783.56,785.65,7
20071118,00:00:00,786.23,790.86,785.25,789.44,1
20071119,00:00:00,789.40,793.84,774.70,779.00,7
20071120,00:00:00,779.12,805.70,772.51,801.23,7
20071121,00:00:00,801.30,806.91,794.42,799.69,7
20071122,00:00:00,799.63,805.12,799.03,802.72,7
20071123,00:00:00,802.92,825.43,802.54,823.22,7
20071125,00:00:00,823.15,827.30,821.37,824.89,1
20071126,00:00:00,825.00,836.44,820.75,823.16,7
20071127,00:00:00,823.27,828.85,807.66,814.88,7
20071128,00:00:00,814.87,815.28,791.37,803.91,7
20071129,00:00:00,804.14,807.52,791.45,794.47,7
20071130,00:00:00,794.16,798.94,778.46,783.12,7
20071202,00:00:00,783.11,786.35,782.75,785.64,1
20071203,00:00:00,785.66,794.23,776.66,792.14,7
20071204,00:00:00,792.27,804.97,786.72,801.94,7
20071205,00:00:00,801.91,806.36,790.74,793.49,7
20071206,00:00:00,793.54,805.24,784.83,802.68,7
20071207,00:00:00,802.55,804.73,791.30,794.12,7
20071209,00:00:00,794.39,796.08,793.96,795.21,1
20071210,00:00:00,795.04,811.79,793.86,807.14,7
20071211,00:00:00,807.21,812.79,795.42,800.68,7
20071212,00:00:00,800.40,816.74,800.40,810.78,7
20071213,00:00:00,810.90,811.94,791.97,798.71,7
20071214,00:00:00,798.99,803.20,787.44,794.38,7
20071216,00:00:00,793.72,795.42,792.63,794.65,1
20071217,00:00:00,794.72,798.53,784.76,795.65,7
20071218,00:00:00,795.63,806.01,790.00,800.14,7
20071219,00:00:00,800.35,804.32,797.43,801.55,7
20071220,00:00:00,801.29,802.87,793.10,796.71,7
20071221,00:00:00,796.46,812.05,796.46,811.12,6
20071223,00:00:00,810.77,811.54,810.33,810.33,1
20071224,00:00:00,809.69,815.07,807.86,811.60,6
20071225,00:00:00,811.94,812.00,806.21,807.26,3
20071226,00:00:00,809.72,825.79,807.59,823.50,7
20071227,00:00:00,823.49,830.96,821.15,825.00,7
20071228,00:00:00,824.99,840.46,824.37,840.01,7
20071230,00:00:00,839.92,842.54,838.65,842.00,1
20071231,00:00:00,841.94,842.90,829.78,833.05,6
20080101,00:00:00,833.02,833.32,832.87,833.25,4
20080102,00:00:00,833.04,860.81,832.94,856.72,7
20080103,00:00:00,856.76,868.81,852.92,864.34,7
20080104,00:00:00,864.60,868.35,854.16,858.92,7
20080106,00:00:00,859.35,862.29,859.25,861.65,1
20080107,00:00:00,861.62,864.55,854.91,857.14,7
20080108,00:00:00,857.00,882.49,856.59,882.49,7
20080109,00:00:00,882.26,891.04,872.33,879.12,7
20080110,00:00:00,879.20,897.29,866.15,895.64,7
20080111,00:00:00,895.73,897.56,887.48,894.75,7
20080113,00:00:00,895.52,898.27,894.67,897.04,1
20080114,00:00:00,896.93,913.92,891.65,904.78,7
20080115,00:00:00,904.97,913.79,887.17,892.00,8
20080116,00:00:00,892.22,899.43,874.30,876.47,7
20080117,00:00:00,876.71,889.68,875.50,879.46,7
20080118,00:00:00,879.53,888.15,870.11,882.72,7
20080120,00:00:00,883.97,884.48,880.86,881.14,1
20080121,00:00:00,881.26,882.87,860.51,861.34,7
20080122,00:00:00,861.09,894.04,849.22,888.95,7
20080123,00:00:00,888.89,895.41,876.16,892.20,7
20080124,00:00:00,892.16,913.67,888.73,913.39,7
20080125,00:00:00,913.38,923.30,906.10,913.25,7
20080127,00:00:00,913.02,915.42,911.15,915.12,1
20080128,00:00:00,915.35,928.97,914.42,926.79,7
20080129,00:00:00,926.57,932.74,919.10,923.61,8
20080130,00:00:00,923.33,936.38,915.98,925.76,7
20080131,00:00:00,925.47,928.02,918.25,924.10,8
20080201,00:00:00,923.92,936.39,903.50,904.91,7
20080203,00:00:00,909.72,909.89,905.38,908.19,1
20080204,00:00:00,908.50,912.50,892.16,904.56,7
20080205,00:00:00,904.58,906.63,884.39,886.52,7
20080206,00:00:00,886.43,906.99,885.70,898.75,7
20080207,00:00:00,898.79,911.37,896.45,909.09,8
20080208,00:00:00,909.40,922.77,907.27,922.45,7
20080210,00:00:00,923.25,923.36,919.75,922.32,1
20080211,00:00:00,921.95,926.76,915.75,921.32,7
20080212,00:00:00,921.38,924.37,902.68,906.79,8
20080213,00:00:00,906.71,910.34,896.08,907.01,8
20080214,00:00:00,906.82,913.62,901.52,908.28,8
20080215,00:00:00,908.31,915.21,897.78,901.84,7
20080217,00:00:00,901.92,903.27,900.93,902.80,1
20080218,00:00:00,903.15,907.33,900.04,905.86,7
20080219,00:00:00,905.78,930.28,904.71,928.58,8
20080220,00:00:00,928.74,945.34,914.31,941.37,8
20080221,00:00:00,941.26,953.43,937.70,943.89,8
20080222,00:00:00,943.75,949.38,935.05,944.71,7
20080224,00:00:00,944.05,946.46,943.99,946.41,1
20080225,00:00:00,947.04,951.68,933.12,937.92,7
20080226,00:00:00,938.00,951.35,926.37,950.12,8
20080227,00:00:00,950.03,964.20,949.27,957.51,8
20080228,00:00:00,957.49,972.32,952.84,968.98,8
20080229,00:00:00,968.92,975.71,964.85,973.25,7
20080302,00:00:00,973.42,976.99,972.43,975.94,1
20080303,00:00:00,975.67,989.16,975.49,985.94,7
20080304,00:00:00,986.05,987.74,955.97,966.41,8
20080305,00:00:00,966.58,992.65,959.28,987.07,8
20080306,00:00:00,986.66,991.84,965.67,977.28,8
20080307,00:00:00,977.25,987.49,969.55,972.52,7
20080309,00:00:00,972.35,976.85,971.12,974.38,1
20080310,00:00:00,975.35,980.43,961.15,973.38,7
20080311,00:00:00,973.59,985.14,965.60,971.88,8
20080312,00:00:00,972.03,983.76,968.09,982.54,8
20080313,00:00:00,982.52,999.31,981.13,995.03,8
20080314,00:00:00,994.97,1006.82,990.38,1002.25,7
20080316,00:00:00,1000.74,1014.69,1000.71,1014.43,1
20080317,00:00:00,1014.58,1031.83,994.37,1002.97,7
20080318,00:00:00,1002.84,1011.77,976.49,985.51,8
20080319,00:00:00,985.63,996.77,937.06,938.68,8
20080320,00:00:00,938.66,939.23,904.30,912.65,8
20080321,00:00:00,910.73,919.00,910.55,918.85,3
20080323,00:00:00,918.83,919.80,911.14,912.77,1
20080324,00:00:00,912.70,926.35,906.23,917.11,7
20080325,00:00:00,916.94,940.61,916.00,937.66,7
20080326,00:00:00,937.30,954.52,934.26,951.75,7
20080327,00:00:00,951.97,954.42,939.95,950.43,7
20080328,00:00:00,950.33,950.47,923.01,930.73,6
20080330,00:00:00,929.75,931.05,926.51,927.25,1
20080331,00:00:00,927.11,940.38,912.20,918.40,7
20080401,00:00:00,918.51,920.43,874.07,885.81,7
20080402,00:00:00,885.58,905.38,881.40,902.98,7
20080403,00:00:00,903.22,907.90,889.57,904.71,7
20080404,00:00:00,904.68,914.29,899.98,913.08,6
20080406,00:00:00,912.66,916.77,912.62,916.57,1
20080407,00:00:00,916.40,928.84,910.84,921.12,7
20080408,00:00:00,920.80,925.29,908.43,915.58,7
20080409,00:00:00,915.49,935.21,902.84,931.73,7
20080410,00:00:00,931.83,939.35,921.51,928.58,7
20080411,00:00:00,928.52,931.42,918.30,924.63,6
20080413,00:00:00,924.70,924.84,914.86,914.99,1
20080414,00:00:00,915.04,930.90,913.86,925.15,7
20080415,00:00:00,925.06,935.76,924.44,928.22,7
20080416,00:00:00,928.14,948.37,924.12,943.17,7
20080417,00:00:00,942.93,952.57,937.04,941.07,7
20080418,00:00:00,941.26,946.34,904.43,916.10,6
20080420,00:00:00,915.75,920.07,915.70,918.94,1
20080421,00:00:00,918.98,927.99,911.18,915.45,7
20080422,00:00:00,915.41,924.90,911.53,916.71,7
20080423,00:00:00,916.93,922.28,896.88,901.11,7
20080424,00:00:00,901.46,906.00,882.79,886.57,7
20080425,00:00:00,885.64,895.93,877.59,885.00,7
20080427,00:00:00,884.92,890.43,884.82,888.33,1
20080428,00:00:00,888.15,895.14,886.96,891.58,7
20080429,00:00:00,891.82,892.36,868.13,872.35,7
20080430,00:00:00,872.13,878.02,862.16,874.45,7
20080501,00:00:00,874.84,881.37,846.64,853.62,7
20080502,00:00:00,854.23,858.73,846.71,855.22,7
20080504,00:00:00,855.20,861.54,855.08,860.57,1
20080505,00:00:00,861.10,873.88,860.56,871.40,7
20080506,00:00:00,871.66,882.61,871.53,878.33,7
20080507,00:00:00,878.47,880.88,863.80,866.00,7
20080508,00:00:00,865.85,885.35,864.97,882.83,7
20080509,00:00:00,882.96,889.30,870.06,883.66,7
20080511,00:00:00,883.65,888.31,881.33,887.61,1
20080512,00:00:00,888.20,889.35,877.37,884.06,7
20080513,00:00:00,884.74,884.86,861.02,865.81,7
20080514,00:00:00,865.53,870.30,859.77,864.26,7
20080515,00:00:00,864.84,887.03,861.66,881.58,7
20080516,00:00:00,882.00,904.17,879.51,901.23,7
20080518,00:00:00,901.07,905.31,901.00,904.60,1
20080519,00:00:00,904.84,913.41,900.32,903.10,7
20080520,00:00:00,902.85,922.61,902.37,917.96,7
20080521,00:00:00,918.53,934.24,916.09,932.27,7
20080522,00:00:00,932.36,934.92,916.94,919.21,7
20080523,00:00:00,919.23,928.16,914.67,923.98,6
20080525,00:00:00,923.92,925.98,922.86,925.79,1
20080526,00:00:00,925.89,928.84,923.11,928.12,6
20080527,00:00:00,927.87,930.39,904.03,904.63,7
20080528,00:00:00,905.18,909.42,889.22,902.38,7
20080529,00:00:00,902.27,902.60,873.13,877.55,7
20080530,00:00:00,878.00,888.64,870.73,885.47,7
20080601,00:00:00,885.67,888.07,885.62,886.25,1
20080602,00:00:00,886.26,896.98,880.98,892.12,7
20080603,00:00:00,891.96,896.61,875.25,880.11,7
20080604,00:00:00,879.80,886.18,875.75,877.00,7
20080605,00:00:00,877.09,879.17,864.59,878.57,7
20080606,00:00:00,878.54,901.87,877.30,901.00,7
20080608,00:00:00,901.15,904.45,900.99,903.49,1
20080609,00:00:00,903.85,908.52,890.41,892.88,7
20080610,00:00:00,893.15,894.46,863.82,868.31,7
20080611,00:00:00,868.72,882.49,866.83,881.24,7
20080612,00:00:00,881.08,881.88,857.26,868.99,7
20080613,00:00:00,868.65,873.95,858.96,870.95,7
20080615,00:00:00,870.57,872.25,868.67,870.55,1
20080616,00:00:00,870.77,894.38,866.39,880.51,7
20080617,00:00:00,881.22,888.30,874.70,881.97,8
20080618,00:00:00,881.45,895.60,880.52,891.89,7
20080619,00:00:00,892.27,908.34,886.18,896.10,8
20080620,00:00:00,896.80,907.62,895.47,901.07,7
20080622,00:00:00,900.65,905.02,900.53,903.37,1
20080623,00:00:00,904.30,907.02,877.77,885.33,7
20080624,00:00:00,886.21,893.51,882.74,887.89,7
20080625,00:00:00,888.13,890.12,873.56,884.27,7
20080626,00:00:00,884.35,917.59,884.27,913.70,8
20080627,00:00:00,913.74,930.27,909.94,926.90,7
20080629,00:00:00,926.95,929.46,925.86,929.01,1
20080630,00:00:00,929.16,934.84,918.05,925.55,7
20080701,00:00:00,925.86,945.82,921.55,938.31,8
20080702,00:00:00,937.96,945.23,931.43,942.71,8
20080703,00:00:00,942.93,946.03,928.03,931.03,7
20080704,00:00:00,931.00,936.00,928.74,932.01,6
20080706,00:00:00,932.07,932.85,930.00,931.06,1
20080707,00:00:00,931.11,931.53,914.64,923.42,7
20080708,00:00:00,923.80,932.84,912.58,916.45,8
20080709,00:00:00,916.67,928.45,915.59,927.68,8
20080710,00:00:00,927.98,947.27,925.16,943.84,8
20080711,00:00:00,944.06,967.25,941.42,962.99,7
20080713,00:00:00,963.44,966.43,961.08,965.48,1
20080714,00:00:00,965.79,974.90,953.76,971.17,7
20080715,00:00:00,970.94,987.52,968.76,974.36,8
20080716,00:00:00,973.91,980.71,957.46,961.11,7
20080717,00:00:00,961.03,978.22,953.33,958.23,8
20080718,00:00:00,958.20,964.12,949.78,953.86,7
20080720,00:00:00,954.05,958.48,953.97,957.74,1
20080721,00:00:00,957.87,968.05,956.93,965.66,7
20080722,00:00:00,966.48,975.69,942.64,946.01,8
20080723,00:00:00,946.31,948.72,917.19,921.34,7
20080724,00:00:00,922.10,930.70,916.50,927.29,8
20080725,00:00:00,927.09,934.84,918.58,928.65,7
20080727,00:00:00,928.40,929.90,926.87,928.06,1
20080728,00:00:00,928.36,932.51,922.36,931.63,7
20080729,00:00:00,931.15,932.91,914.02,918.45,8
20080730,00:00:00,918.54,918.72,893.43,907.75,7
20080731,00:00:00,907.93,924.99,907.26,912.17,8
20080801,00:00:00,911.98,916.46,901.36,909.79,7
20080803,00:00:00,909.32,913.92,908.32,908.72,1
20080804,00:00:00,909.61,914.83,893.10,893.43,7
20080805,00:00:00,893.80,894.12,872.16,875.16,8
20080806,00:00:00,875.35,886.17,872.88,880.58,8
20080807,00:00:00,881.11,884.53,867.37,872.56,8
20080808,00:00:00,872.94,873.09,850.50,855.48,7
20080810,00:00:00,855.07,861.89,854.77,857.49,1
20080811,00:00:00,858.22,865.40,818.54,820.59,7
20080812,00:00:00,820.99,826.33,802.15,810.68,8
20080813,00:00:00,811.14,829.03,805.23,827.54,8
20080814,00:00:00,827.52,836.34,794.56,794.68,8
20080815,00:00:00,795.45,799.06,776.38,786.40,7
20080817,00:00:00,785.22,794.80,785.16,790.32,1
20080818,00:00:00,790.70,803.62,789.62,795.26,7
20080819,00:00:00,795.36,818.06,782.50,816.56,8
20080820,00:00:00,816.91,817.66,799.90,811.92,8
20080821,00:00:00,811.88,838.02,811.47,833.88,8
20080822,00:00:00,833.78,837.41,820.84,821.88,7
20080824,00:00:00,821.82,824.15,820.62,821.41,1
20080825,00:00:00,821.70,825.34,816.37,819.86,7
20080826,00:00:00,820.06,829.31,806.63,824.19,8
20080827,00:00:00,823.98,835.13,822.67,828.06,8
20080828,00:00:00,828.60,843.57,825.03,832.88,8
20080829,00:00:00,832.95,838.32,829.01,830.36,7
20080831,00:00:00,829.55,835.94,829.48,832.41,1
20080901,00:00:00,833.52,835.03,814.09,817.32,7
20080902,00:00:00,817.09,817.26,790.83,803.61,8
20080903,00:00:00,803.63,808.13,789.11,802.98,8
20080904,00:00:00,803.29,814.43,789.79,790.06,8
20080905,00:00:00,789.76,817.76,789.76,802.92,7
20080907,00:00:00,802.55,813.88,802.47,812.32,1
20080908,00:00:00,812.46,817.94,796.75,800.50,7
20080909,00:00:00,802.33,804.54,766.52,768.55,8
20080910,00:00:00,768.65,783.12,748.68,748.68,8
20080911,00:00:00,749.30,757.55,736.11,750.88,8
20080912,00:00:00,751.97,766.39,745.79,764.29,7
20080914,00:00:00,763.17,777.91,763.09,777.45,1
20080915,00:00:00,776.86,787.33,764.34,780.78,7
20080916,00:00:00,781.24,789.59,771.58,782.43,8
20080917,00:00:00,782.20,868.68,777.00,868.28,8
20080918,00:00:00,868.03,912.91,836.08,858.71,8
20080919,00:00:00,860.20,875.12,823.76,871.48,7
